2020-05-31 17:29:35,120 - lmk_det3d - INFO - epoch: 0, batch: 1, train_loss: 0.2628, time: 2.7245 s/vol
2020-05-31 17:29:36,176 - lmk_det3d - INFO - epoch: 0, batch: 2, train_loss: 0.2542, time: 0.0711 s/vol
2020-05-31 17:29:37,653 - lmk_det3d - INFO - epoch: 0, batch: 3, train_loss: 0.2283, time: 0.1766 s/vol
2020-05-31 17:29:38,714 - lmk_det3d - INFO - epoch: 0, batch: 4, train_loss: 0.2149, time: 0.0720 s/vol
2020-05-31 17:29:42,373 - lmk_det3d - INFO - epoch: 0, batch: 5, train_loss: 0.1978, time: 0.7237 s/vol
2020-05-31 17:29:43,445 - lmk_det3d - INFO - epoch: 0, batch: 6, train_loss: 0.1990, time: 0.0728 s/vol
2020-05-31 17:29:45,868 - lmk_det3d - INFO - epoch: 0, batch: 7, train_loss: 0.2025, time: 0.4128 s/vol
2020-05-31 17:29:46,933 - lmk_det3d - INFO - epoch: 0, batch: 8, train_loss: 0.1916, time: 0.0722 s/vol
2020-05-31 17:29:50,781 - lmk_det3d - INFO - epoch: 0, batch: 9, train_loss: 0.1933, time: 0.7678 s/vol
2020-05-31 17:29:51,847 - lmk_det3d - INFO - epoch: 0, batch: 10, train_loss: 0.1792, time: 0.0724 s/vol
2020-05-31 17:29:57,356 - lmk_det3d - INFO - epoch: 0, batch: 11, train_loss: 0.1882, time: 1.1805 s/vol
2020-05-31 17:29:58,420 - lmk_det3d - INFO - epoch: 0, batch: 12, train_loss: 0.1724, time: 0.0728 s/vol
2020-05-31 17:30:02,611 - lmk_det3d - INFO - epoch: 0, batch: 13, train_loss: 0.1667, time: 0.8549 s/vol
2020-05-31 17:30:04,246 - lmk_det3d - INFO - epoch: 0, batch: 14, train_loss: 0.1691, time: 0.2124 s/vol
2020-05-31 17:30:06,907 - lmk_det3d - INFO - epoch: 0, batch: 15, train_loss: 0.1629, time: 0.4698 s/vol
2020-05-31 17:30:07,967 - lmk_det3d - INFO - epoch: 0, batch: 16, train_loss: 0.1591, time: 0.0722 s/vol
2020-05-31 17:30:18,196 - lmk_det3d - INFO - epoch: 0, batch: 17, train_loss: 0.1514, time: 2.3644 s/vol
2020-05-31 17:30:21,846 - lmk_det3d - INFO - epoch: 0, batch: 18, train_loss: 0.1474, time: 0.7177 s/vol
2020-05-31 17:30:22,906 - lmk_det3d - INFO - epoch: 0, batch: 19, train_loss: 0.1532, time: 0.0716 s/vol
2020-05-31 17:30:24,242 - lmk_det3d - INFO - epoch: 0, batch: 20, train_loss: 0.1474, time: 0.1401 s/vol
2020-05-31 17:30:34,431 - lmk_det3d - INFO - epoch: 1, batch: 21, train_loss: 0.1321, time: 2.3543 s/vol
