2020-05-31 17:36:42,147 - lmk_det3d - INFO - epoch: 0, batch: 1, train_loss: 0.2539, time: 2.5487 s/vol
2020-05-31 17:36:43,791 - lmk_det3d - INFO - epoch: 0, batch: 2, train_loss: 0.1928, time: 0.2174 s/vol
2020-05-31 17:36:47,753 - lmk_det3d - INFO - epoch: 0, batch: 3, train_loss: 0.1636, time: 0.7929 s/vol
2020-05-31 17:36:48,818 - lmk_det3d - INFO - epoch: 0, batch: 4, train_loss: 0.1475, time: 0.0735 s/vol
2020-05-31 17:36:59,509 - lmk_det3d - INFO - epoch: 0, batch: 5, train_loss: 0.1446, time: 2.4793 s/vol
2020-05-31 17:37:00,569 - lmk_det3d - INFO - epoch: 0, batch: 6, train_loss: 0.1408, time: 0.0708 s/vol
2020-05-31 17:37:01,638 - lmk_det3d - INFO - epoch: 0, batch: 7, train_loss: 0.1090, time: 0.0715 s/vol
2020-05-31 17:37:02,703 - lmk_det3d - INFO - epoch: 0, batch: 8, train_loss: 0.1164, time: 0.0713 s/vol
2020-05-31 17:37:11,389 - lmk_det3d - INFO - epoch: 0, batch: 9, train_loss: 0.0905, time: 1.9772 s/vol
2020-05-31 17:37:12,448 - lmk_det3d - INFO - epoch: 0, batch: 10, train_loss: 0.0921, time: 0.0717 s/vol
2020-05-31 17:37:13,526 - lmk_det3d - INFO - epoch: 0, batch: 11, train_loss: 0.0893, time: 0.0717 s/vol
2020-05-31 17:37:14,588 - lmk_det3d - INFO - epoch: 0, batch: 12, train_loss: 0.0796, time: 0.0717 s/vol
2020-05-31 17:37:24,801 - lmk_det3d - INFO - epoch: 0, batch: 13, train_loss: 0.0811, time: 2.3592 s/vol
2020-05-31 17:37:25,872 - lmk_det3d - INFO - epoch: 0, batch: 14, train_loss: 0.0745, time: 0.0729 s/vol
2020-05-31 17:37:26,944 - lmk_det3d - INFO - epoch: 0, batch: 15, train_loss: 0.0798, time: 0.0736 s/vol
2020-05-31 17:37:28,009 - lmk_det3d - INFO - epoch: 0, batch: 16, train_loss: 0.0659, time: 0.0723 s/vol
2020-05-31 17:37:33,042 - lmk_det3d - INFO - epoch: 0, batch: 17, train_loss: 0.0646, time: 1.0635 s/vol
